video_id,title,description,channel_title,likes,subscribers,comment_count,youtube_link
ltdlO6lcAs8,Cómo empezar a crear contenido,"La forma correcta de empezar en redes, aquel truco mágico, es simplemente empezar. Lo que intento decir con esto es que ...",Music by Mirrow,7566,15100,53,https://www.youtube.com/watch?v=ltdlO6lcAs8
RhzNV0TFsH8,La verdad tras Cambridge Analytica,"Cómo se usan tus likes, comentarios y contactos? ¿te influyen las redes sociales? ¿te muestran lo que quieres o lo que quieren?",DFV  Privacidad (Ex dataguardianes),19,3220,12,https://www.youtube.com/watch?v=RhzNV0TFsH8
dHDtAGNoOL0,La minería de datos y su importancia empresarial,"El análisis de datos suele ser un proceso cansado y largo. Sin embargo, en la actualidad existen herramientas que pueden ...",DocSolutions de México,2,23,0,https://www.youtube.com/watch?v=dHDtAGNoOL0
cWNGbAUBxMU,Taller 1: La estadística en las redes sociales,"Por: M.C.Jennifer López Chacón Cuarta jornada de inclusión y equidad de género ""Las mujeres nicolaitas y las niñas en la ...",Bachillerato Nicolaita,2,824,0,https://www.youtube.com/watch?v=cWNGbAUBxMU
CKLcEQyY4L8,Descubre cómo la Ciencia de Datos puede revolucionar tu negocio,"ENVIVO: ¿Sabes cómo usar la #CienciaDeDatos para transformar tu negocio? En este episodio de #EntreCódigos, Indira Burga ...",elástika,2,48,0,https://www.youtube.com/watch?v=CKLcEQyY4L8
46YbzcBwrJU,La Investigación de las Redes Sociales en Salud a través del Big Data Analytics - Webinar UOC,"Webinar de Data Sicence a cargo de Miguel Angel Mayer, médico, especialista en Medicina de Familia y Comunitaria, y profesor ...",UOC - Universitat Oberta de Catalunya,20,68700,0,https://www.youtube.com/watch?v=46YbzcBwrJU
Y8CzrltwT0Y,Transformando datos en valor con minería de procesos- Michael Arias- Referente Iberoamérica,"AlquimiadeTransformación ágil, digital y cultural Ciclo de entrevistas 2024 con Rose Restrepo a referentes de transformación ágil ...",Soy Alquimia de Transformación,2,322,0,https://www.youtube.com/watch?v=Y8CzrltwT0Y
OfQdICyRGZE,Análisis cuantitativo,"Dónde encontrar datos cuantitativos accesibles? Bases de datos de acceso abierto: Organismos internacionales, institutos de ...",Indaguemos,3,45,0,https://www.youtube.com/watch?v=OfQdICyRGZE
WTZLFuhWQmI,Minería de Texto y Análisis de Sentimientos,Minería de Texto y Análisis de Sentimientos: Descifrando el Valor Oculto de los Datos Textuales En el vasto universo de datos ...,Ginger STEAM+H,1,2320,0,https://www.youtube.com/watch?v=WTZLFuhWQmI
zxjUv4qjFEM,XVI Encuentro Internacional Minero: Inteligencia artificial y gemelos digitales en minería,"A dónde podrían llevarnos el uso de la IA y gemelos digitales en la minería?, ambas herramientas facilitan la resolución de ...",Diario Oficial El Peruano,0,6780,0,https://www.youtube.com/watch?v=zxjUv4qjFEM
irezVYBZSNU,La Seguridad de Datos en las Redes Sociales,La Seguridad de los datos personales en las redes sociales. Hablando del Phishing.,Veronica,2,0,0,https://www.youtube.com/watch?v=irezVYBZSNU
sukpMhfFHk0,Un día como analista de datos #data #analisis #ingeneria #datos,,Me Dicen JHON :V,1724,27900,44,https://www.youtube.com/watch?v=sukpMhfFHk0
jbJofWr8hgw,¿Qué se dice de la MINERÍA en redes sociales? | Escucha Activa | Septiembre,Este es el primer informe de escucha activa de la Brújula Minera. Mírelo y conozca cuáles fueron los principales temas en redes ...,Arteaga Latam,3,1070,0,https://www.youtube.com/watch?v=jbJofWr8hgw
Kleo9Od-UNA,Consumo de Información de Cloud Data y/o Redes Sociales - Grupo 2,Curso: Inteligencia de Negocios Docente: Mg. Ernesto Cancho Rodríguez.,SebasRo,0,3,0,https://www.youtube.com/watch?v=Kleo9Od-UNA
bOgWTy5_InY,PROGRAMACIÓN y DATA MINING A TRAVÉS de la INTELIGENCIA ARTIFICIAL - Prof. Washington Fierro Saltos,"Ponencia: Analítica de datos, minería de datos y programación a través de inteligencia artificial, y su uso en procesos de ...",Corporación Penser,3,7560,0,https://www.youtube.com/watch?v=bOgWTy5_InY
RUGq1UrZeaI,Información en las redes: Big Data en la vida cotidiana,"Entrevista en Semanario Actualidad Magazine con el profesor de la UNM, Alfredo Moreno.",Semanario Actualidad,1,39300,0,https://www.youtube.com/watch?v=RUGq1UrZeaI
Z2oTiAk5Xpg,Nuevo proyecto DOBLE DIGITAL DATA MINING,esto es asombroso un sistema muy temerario que hara que las redes sociales cambien para siempre esto me ha impactado tanto ...,Solo Emprendedores con Jose Luis Miranda,6,27,0,https://www.youtube.com/watch?v=Z2oTiAk5Xpg
R8U4nSfvhm0,"La minería 4.0 ya está aquí: robots, sensores y datos","La minería moderna parece sacada de una peli de ciencia ficción: camiones autónomos, drones, sensores IoT, Big Data, VR y ...",Inspenet,218,163000,5,https://www.youtube.com/watch?v=R8U4nSfvhm0
pcO5YgcddN0,"Minería de datos, últimas noticias super importantes.","Incrementa tu base de datos de amigos en todas las redes sociales como, linkedin, Facebook, intragram, YouTube, vimeo, tiktok, ...",FABIAN CHIVATA,0,114,0,https://www.youtube.com/watch?v=pcO5YgcddN0
txuZGNkqD6o,SECTOR MINERO TIENE PUNTOS A FAVOR QUE PODRÍA DIFUNDIR EN REDES SOCIALES,"Invitado: Pablo Cateriano Llosa, experto en comunicación corporativa de la consultora Métrica.",rcrperu,0,18500,0,https://www.youtube.com/watch?v=txuZGNkqD6o
ot7DlfLV4hI,"Machine Learning, Big Data, Deep Learning  ¿te llama la atención? 🤔","El inmenso mundo del aprendizaje automático (Machine Learning), ¿te llama la atención?   Sin duda alguna, la rama de la ...",IEEE GRSS - UES El Salvador,1,204,0,https://www.youtube.com/watch?v=ot7DlfLV4hI
f3lacqzdqZw,"Algoritmos, Datos y Redes Sociales en Colombia",Qué es la Ciencia de Datos? Darle sentido a los datos y tomar decisiones empresariales o para tu propios hobbies se ha ...,Poli,3,37100,0,https://www.youtube.com/watch?v=f3lacqzdqZw
WUiIgNMfwFI,Construyendo un sistema de recomendación usando API’s de redes sociales,Videoconferencia del Coloquio Virtual Estudiantil en Ciencia de Datos 2021. Construyendo un sistema de recomendación ...,IIMAS - UNAM,6,3950,0,https://www.youtube.com/watch?v=WUiIgNMfwFI
yp6t2JTeri0,Video M&amp;A DATAMINING,Datamining Datamining o data mining es un término cuya definición que proviene del inglés y su significado es estudio de ...,Antonio Soler,0,33,0,https://www.youtube.com/watch?v=yp6t2JTeri0
VVHhRzY1nxM,Enfoque 2.0 con Raúl Baz - : Redes sociales construyen base de datos que sirven de “lentes”,Las redes sociales empiezan a constituir gigantescas bases de datos que sirven de “lentes” para conocer mejor la naturaleza ...,CDN 37,1,1080000,0,https://www.youtube.com/watch?v=VVHhRzY1nxM
RbcsvWw-ZAU,Big Data y Redes Sociales en el Social Media Day Buenos Aires 2016,En este video vas a encontrar lo más importante sobre lo que fue la charla de Agustín Giménez en el Social Media Day de ...,PostPeriodistas,0,1170,0,https://www.youtube.com/watch?v=RbcsvWw-ZAU
P7QTEOGwMLY,Análisis de Asociación en Minería de Datos | OPEN INF,5to SEMINARIO - Dia 2 ********** TEMA: Análisis de Asociación en Minería de Datos EXPOSITOR: M. Sc. Rogelio Mamani Ramos ...,OPEN-INF,29,17,0,https://www.youtube.com/watch?v=P7QTEOGwMLY
M26iIqmqWkI,¿Qué es el Big Data? - La mejor explicación en español,Sabes que es el Big Data? ¿Por qué los datos son el nuevo petroleo y como su análisis y procesamiento pueden transformarse ...,EDteam,23694,994000,440,https://www.youtube.com/watch?v=M26iIqmqWkI
qfU63BekpYY,BigDataX: Clustering social networks,Big Data Fundamentals is part of the Big Data MicroMasters program offered by The University of Adelaide and edX. Learn how ...,BigDataX: Big Data Fundamentals,8,189,1,https://www.youtube.com/watch?v=qfU63BekpYY
wa3GVW3oydM,Social Media Social Data and Python: 4 - Social Media Mining Techniques,"In this video we will briefly discuss the overall process for building a social media mining application, before digging into the ...",The Luminary Coach - Sukhvinder Singh,22,4860,12,https://www.youtube.com/watch?v=wa3GVW3oydM
V8Cs-z1fZpg,Webinar Deep Learning para Datos Financieros,Conoce la forma de abordar las operaciones empresariales y financieras que en el Siglo XXI han cambiado completamente el ...,Analytics Data Colombia,2,180,0,https://www.youtube.com/watch?v=V8Cs-z1fZpg
d8zXh9IU54M,Comenta que datos ya conocías y cuáles te sorprendieron🤔 #mineria  #sabiasque #datoscuriosos,Comenta que datos ya conocías y cuáles te sorprendieron    . Síguenos en nuestras redes sociales para más contenido   ...,Cargotecnica Perú,69,450,2,https://www.youtube.com/watch?v=d8zXh9IU54M
9iHKJIn6c6M,Conversatorio: Aprovechamiento de big data y redes sociales para turismo,"La primera ponencia de este conversatorio se enfocó en el aprovechamiento de las redes sociales para turismo, con un enfoque ...",Audiovisuales UNED,1,51900,0,https://www.youtube.com/watch?v=9iHKJIn6c6M
jgmXagY4qr0,"Minería inteligente, datos que transforman y el futuro de la formalización",Síguenos en nuestras redes sociales: Web: https://mazmediatv.com/ TikTok: https://tiktok.com/@maz.mediatv Facebook: ...,Maz Media TV,13,2660,0,https://www.youtube.com/watch?v=jgmXagY4qr0
5m0Ta_ZKXXM,Selección de productores lideres con el análisis de redes sociales ARS,"Experiencia exitosa y posiblemente replicable de extensión rural, para la selección de productores líderes a través del análisis de ...",Yasmin Penagos Ulloa,2,0,0,https://www.youtube.com/watch?v=5m0Ta_ZKXXM
A2R3_2EqAVo,🎙 Episodio II | Recuento del 2020 | Contexto Minero,Contexto Minero es un podcast dinámico en el cual nuestros panelistas y sus invitados intercambian opiniones acerca de la ...,Promine,0,4270,0,https://www.youtube.com/watch?v=A2R3_2EqAVo
kjDcceCcqrE,El Poder de los Datos: Valorización y monetización de los Datos - Entrevista a Dennys Rafael Taipe,"Nueva temporada, nuevo episodio! ¡Estamos emocionados de anunciar el primer episodio de la tercera temporada de nuestro ...",Data Analítica,13,542,1,https://www.youtube.com/watch?v=kjDcceCcqrE
j6G12caWHgM,"Social Media Data Mining with Raspberry Pi (Part 5: Twitter, Tweepy, Python)",This video is fifth in a series for absolute beginners who would like to learn how to mine and analyze social media data using an ...,James Cook,60,9720,5,https://www.youtube.com/watch?v=j6G12caWHgM
2t38Ukc86sc,El futuro es hoy en Ciencia de Datos. Gladiomar Hernández Sánchez #DeveloperLandDigital,La repetición de patrones equivocados pueden ser resueltos teniendo las competencias y herramientas necesarias de la Ciencia ...,Talent Republic TV,0,131000,0,https://www.youtube.com/watch?v=2t38Ukc86sc
a7dFszxE0Zc,El PEOR PAÍS de LATINOAMÉRICA según ARGENTINAS #shorts,latinoamerica #latinosporelmundo YA SOMOS 20.000 SUSCRIPTORES! Ahora rumbo a los 50.000! MIS REDES: IG: ...,Iván Latam,70937,382000,27427,https://www.youtube.com/watch?v=a7dFszxE0Zc
qTxs27hb_VA,La mejor forma de minar en Minecraft! 🤨,Sabías estos datos increíbles sobre Minecraft? ⚔️ Servidor en el que estoy jugando → minelucky.org (MineLucky) Sígueme ...,Ramix,174509,4880000,192,https://www.youtube.com/watch?v=qTxs27hb_VA
G5NSaakYW4g,El Origen del Gas Natural y los Hidrocarburos,"El Gas natural se forma a partir de organismos marinos que, bajo presión y sin oxígeno, se transforman en hidrocarburos.",Inspenet,474,163000,5,https://www.youtube.com/watch?v=G5NSaakYW4g
DPrcc0uqQQs,Hablemos de actividad antifúngica de péptidos y minería de datos,En esta jornada abordaremos dos temáticas clave. 1. La actividad antifúngica de péptidos de Lactoferricina Bovina y su ...,UniJaveriana,1,25100,0,https://www.youtube.com/watch?v=DPrcc0uqQQs
8zCjUiTHRM4,"Jueves Minero: Mapas de Big Data en tiempo real, para conocer y comprender los factores de riesgo",Conoce más detalles de nuestras actividades ingresando a: www.iimp.org.pe Instituto de Ingenieros de Minas del Perú El ...,Instituto de Ingenieros de Minas del Perú,16,16000,0,https://www.youtube.com/watch?v=8zCjUiTHRM4
q2Fv5IR-pT8,Ways with Words | Big Data || Radcliffe Institute,"PANEL 2: BIG DATA The Internet, social media, and data mining have changed language and our ability to analyze usage, and ...",Harvard University,18,2850000,0,https://www.youtube.com/watch?v=q2Fv5IR-pT8
4OSsx6glG_I,Minería Regenerativa: Diseño del Futuro Sostenible #minería #economíacircular,Suscríbete a nuestro canal: https://www.youtube.com/@revolucioncircular Todos los capítulos de Revolución Circular: ...,Revolución Circular | Petar Ostojic,3,28700,0,https://www.youtube.com/watch?v=4OSsx6glG_I
zLtYELdeCaI,Unlocking Data Goldmines  CRM to Social Media Insights! 📊,,BioTech Whisperer,1,19900,0,https://www.youtube.com/watch?v=zLtYELdeCaI
ARePxtO3sWs,Curso Gratis de Minería de Datos [Clase 15 - Minería de datos geoespaciales],Bienvenid@ a la Clase 15 de nuestro Curso Gratuito de Minería de Datos con enfoque en Ciencia de Datos! En esta sesión te ...,Jorge Párraga,12,951,0,https://www.youtube.com/watch?v=ARePxtO3sWs
K0gKdBFOv64,Actualice sus datos | Banco Davivienda,"Mantenga al día sus datos, personales, laborales, financieros y tributarios. #BancoDavivienda #Datos #Davivienda ...",Banco Davivienda Colombia,20,230000,3,https://www.youtube.com/watch?v=K0gKdBFOv64
EGK88CD4k_o,#shorts Inicia la primera explotación minera de cobalto en EE.UU. luego de más de 30 años 🇺🇸,"Recientemente, Jervois Global Ltd. puso en funcionamiento la primera mina de cobalto de Estados Unidos en Idaho, según su ...",Inspenet,14,163000,0,https://www.youtube.com/watch?v=EGK88CD4k_o
1EviBIkq5fU,¿Quieres sentirte todo un hacker? ¡Prueba esta pagina! #shorts,"shorts #tecnología #hacker Intenta esta página, podrás sentirte como todo un hacker.",Diemzey,7664,105000,267,https://www.youtube.com/watch?v=1EviBIkq5fU
n7bwIqyhPa8,Analítica de datos aplicada a negocios: ¿Es para mí? ¿Es ahora?,"Conferencia “Analítica de datos aplicada a negocios: ¿Es para mí? ¿Es ahora?"", por el Ing. Agustín Tricánico, MBA, el 7 de junio ...",Facultad de Administración y Ciencias Sociales - Universidad ORT Uruguay,1125,26600,0,https://www.youtube.com/watch?v=n7bwIqyhPa8
zxjUv4qjFEM,XVI Encuentro Internacional Minero: Inteligencia artificial y gemelos digitales en minería,"A dónde podrían llevarnos el uso de la IA y gemelos digitales en la minería?, ambas herramientas facilitan la resolución de ...",Diario Oficial El Peruano,0,6780,0,https://www.youtube.com/watch?v=zxjUv4qjFEM
LMedhKkpq_4,Nuestra cara cuando el cliente no conoce el ABC de la minería,A nuestra puerta han tocado casos de clientes que lamentablemente se arriesgan a instalar una planta o un sistema de procesos ...,Geocientífica - Gabriela Lares,36,1840,0,https://www.youtube.com/watch?v=LMedhKkpq_4
-mV5dbFrnRI,Hash y Tipos de Mineria (Video 3 curso gratis),"Curso Gratis de Bitcoin, sígueme en redes sociales CURSOS GRATIS https://linktr.ee/Sinpul_crypto 1. Bitcoin 2.",Sinpul Crypto,0,41,0,https://www.youtube.com/watch?v=-mV5dbFrnRI
yQYWCIqWe3A,Cómo empezar una conversación en Tinder y conseguir citas,Bien. Ahora ya sabes una nueva manera de empezar. Porque funciona? Te explico: Imaginate el caso en el que estás haciendo ...,Ribibarber,3021,89200,35,https://www.youtube.com/watch?v=yQYWCIqWe3A
rnWVGlavR2Y,Desactiva esto ya en Facebook,,lopeztips,51236,1290000,384,https://www.youtube.com/watch?v=rnWVGlavR2Y
A2R3_2EqAVo,🎙 Episodio II | Recuento del 2020 | Contexto Minero,Contexto Minero es un podcast dinámico en el cual nuestros panelistas y sus invitados intercambian opiniones acerca de la ...,Promine,0,4270,0,https://www.youtube.com/watch?v=A2R3_2EqAVo
hRC-uTcz2kc,Análisis y aplicaciones clínicas del Big Data en salud  | TECH Universidad,El Big Data revoluciona la salud al transformar datos masivos y #Biométricos en decisiones médicas precisas y en tiempo real.,TECH Universidad,0,286000,0,https://www.youtube.com/watch?v=hRC-uTcz2kc
pzIbmVyvFG8,¿Cómo queremos gestionar nuestros recursos en los próximos años?,"En un momento en que el desarrollo sostenible es una prioridad global, vale la pena observar con atención cómo los países de ...",Canal Antigua,3,164000,0,https://www.youtube.com/watch?v=pzIbmVyvFG8
Z_6chwnbMsk,El análisis de datos es el camino hacia la toma de decisiones informadas,Si requieres asesoría personalizada para tu negocio no dudes en contactarnos. sbasesorias.com #analisisdedatos ...,S&B Asesorias,0,3,0,https://www.youtube.com/watch?v=Z_6chwnbMsk
hcoG5TtrkQA,Cómo saber quien te stalkea en Instagram? #communitymanager #marketingdecontenidos,,Larisa COMMUNITY MANAGER,4493,932,62,https://www.youtube.com/watch?v=hcoG5TtrkQA
jUmEmtUIX_I,Komatsu y Pronto llevan la autonomía a las canteras,"Komatsu y Pronto presentan Smart Quarry Autonomous, una plataforma que convierte camiones de cantera en vehículos ...",Inspenet,112,163000,6,https://www.youtube.com/watch?v=jUmEmtUIX_I
x5sbmPAWYKw,❞𝐄𝐬𝐩𝐞𝐜𝐢𝐚𝐥𝐢𝐳𝐚𝐜𝐢𝐨́𝐧 𝐎𝐟𝐢𝐜𝐢𝐧𝐚 𝐓𝐞́𝐜𝐧𝐢𝐜𝐚 &amp; 𝐏𝐨𝐰𝐞𝐫 𝐁𝐈  𝐞𝐧 𝐌𝐢𝐧𝐞𝐫𝐢́𝐚 𝐲 𝐏𝐫𝐨𝐲𝐞𝐜𝐭𝐨𝐬 - 𝐂𝐄𝐂𝐀𝐌𝐈𝐍𝐄❞ - CORTO1,"Pd. 1. La vida no es un problema a ser resuelto, sino una realidad a experimentar - Søren Aabye Kierkegaard Formador de ...",CECAMINE,3,238,0,https://www.youtube.com/watch?v=x5sbmPAWYKw
4508lBQt-aM,"PERUMIN37: Militzza Arribasplata, Superintendente de Reclutamiento y Gestión de Talento - Las Bambas",Minera Las Bambas prepara programas de diversidad e inclusión. @mineralasbambas Mira la entrevista completa: ...,Revista ProActivo,4,4440,0,https://www.youtube.com/watch?v=4508lBQt-aM
3hoA5binsAQ,Así tiene que verse tu CV🚀✅ #curriculum #trabajo #cvprofesional #empleo #cv,,Yotepuedoayudar_,4436,680,46,https://www.youtube.com/watch?v=3hoA5binsAQ
4sXNHvs_7U8,Tutorial DMX Predicciones Temporales(extensiones de mineria de datos),Link de tutorial de la pagina de Microsoft. http://msdn.microsoft.com/es-es/library/bb895168.aspx.,RAMON DELGADO,0,2,0,https://www.youtube.com/watch?v=4sXNHvs_7U8
189w39TtEj8,¿Cómo Detectar una Estafa en Telegram ANTES de Perder tu Dinero?,"Te han contactado por Telegram o Instagram para ofrecerte una inversión “irresistible”? Cuidado, porque esto es una de las ...",Rich Anzures,577,12300,68,https://www.youtube.com/watch?v=189w39TtEj8
TnWRd_vLh0k,¿En qué consiste la minería de Bitcoin? #shorts,En este corto short aprenderás en qué consiste la minería de Bitcoins. ¡Apréndelo ahora! Y no te pierdas estas listas ...,David Arnal,2,3790,0,https://www.youtube.com/watch?v=TnWRd_vLh0k
hYDMDZc9b5c,REDES SOCIALES-INTELIGENCIA ARTIFICIAL: 🤖 ¿Aliada o amenaza? + Entrevista a Facundo Minero (Acerko),Hoy hacemos una radiografía profunda a las redes sociales. ¿Consumimos contenido o las redes nos consumen a nosotros?,Blau Multimedia,8,630,0,https://www.youtube.com/watch?v=hYDMDZc9b5c
PK02lSx37u0,¿SABÍAS QUE? #shorts #nosabias #curiosidades #increíbles #alucinantes #datos,"DATOS CURIOSOS QUE NO SABÍAS sobre LOS SIMPSONS Muy buenos días a todos, hoy en matizWORLD veremos datos ...",MatizWORLD,0,1970,0,https://www.youtube.com/watch?v=PK02lSx37u0
PvHuTMZjdr8,Seguidor consiguió empleo en minería. #shorts,Hay que ser constante y perseverante Seguidor consiguió empleo en minería gracias a nuestros datos que obtenemos de ...,Walter Ulloa - locher777,10,679,3,https://www.youtube.com/watch?v=PvHuTMZjdr8
LL-dTyeJ54s,Gestión flexible de datos en entornos dinámicos | TECH Universidad,Bases de Datos NoSQL: Escalabilidad y Flexibilidad en Salud Las bases de datos NoSQL gestionan grandes volúmenes de ...,TECH Universidad,0,286000,0,https://www.youtube.com/watch?v=LL-dTyeJ54s
cGOV-9enxzk,Sorteo mes de mayo redes sociales (Nube Minera),Sorteo de un curso a elección por concurso mes de mes mayo en redes sociales: Instagram: ...,Nube Minera,8,8270,1,https://www.youtube.com/watch?v=cGOV-9enxzk
8kEKMXDjDd0,"Entrevista con Iván del Río, experto en minería de procesos","En esta entrevista contamos con Iván del Río, analista de procesos en Imatia, quien nos hablará sobre la minería de procesos y ...",Acelera pyme ,0,899,0,https://www.youtube.com/watch?v=8kEKMXDjDd0
3kl5wdQWjbM,🤓¿Como empezar en DATA ANALYTICS? | Webinar en VIVO 🚨,Aplicá ahora a una BECA del 70% para nuestros Cursos Online en Vivo de Data Analytics» ...,Coderhouse,1647,108000,72,https://www.youtube.com/watch?v=3kl5wdQWjbM
wa3GVW3oydM,Social Media Social Data and Python: 4 - Social Media Mining Techniques,"In this video we will briefly discuss the overall process for building a social media mining application, before digging into the ...",The Luminary Coach - Sukhvinder Singh,22,4860,12,https://www.youtube.com/watch?v=wa3GVW3oydM
pN3aCPUGyiU,Apertura del Primer Seminario Latinoamericano de Minería: Una mirada hacia el futuro de la Industria,"La apertura se inició con la bienvenida de Fred Camus, Fundador y Director General de Jóvenes mineros, seguido por la ...",Fundación Jóvenes Mineros,3,665,0,https://www.youtube.com/watch?v=pN3aCPUGyiU
v_pE9Q5kC1E,Privacy Alert: What Data Mining Can Do with Opera GX #shorts #opera #browser #security,VIDEO: https://www.youtube.com/watch?v=NV8akIgfDqQ Join this channel to get access to perks: ...,Ausgamer,47,15100,8,https://www.youtube.com/watch?v=v_pE9Q5kC1E
a4IHuenSTEE,#shorts ¿Es la minería de bitcoins positiva para la industria eléctrica? Aquí te damos 4 razones,shorts #youtubeshorts #wavemaker #guidedultrasonicslimited #ondas #ondasguiadas #gul #escaner #escaneo #tuberias ...,Inspenet,5,163000,1,https://www.youtube.com/watch?v=a4IHuenSTEE
m2b8zKsTJt4,Fil Minería 2025| Presentación de e-book “Conexiones y dimensiones humanas del espacio urbano”.,"En este video, te presentamos la presentación del libro electrónico Conexiones y dimensiones humanas del espacio urbano: el ...",Librería FES Acatlán,0,1070,0,https://www.youtube.com/watch?v=m2b8zKsTJt4
K7ECJwAqEUY,Business Intelligence con Inteligencia.Artificial - Automatización de Procesos,"La Inteligencia de Negocios (Business Intelligence, BI) es el proceso de recopilar, almacenar, analizar y presentar datos de ...",Enigma Security,2,9,0,https://www.youtube.com/watch?v=K7ECJwAqEUY
RqDlmVvdu2o,¿Para qué sirve el oro? 💵⚒️🪙⚙️ #oro #paraquesirve #economia #dinero #ahorro #inversion #trading,Sabías para qué sirve el oro? En este video te comparto algunos datos sobre el oro y los principales sectores que lo utilizan ...,EconoTALK,15,570,1,https://www.youtube.com/watch?v=RqDlmVvdu2o
oJ_cpUUguaI,Minería de Textos para Monitorear Impacto de Covid-19 en América Latina,"Las redes sociales son medios en los cuales los usuarios opinan, comparten noticias y otros. Los mismos pueden ser usados ...",Python Colombia,21,5020,0,https://www.youtube.com/watch?v=oJ_cpUUguaI
jHffzLvnHTk,Não perca essa oportunidade e concorra a uma bolsa 100%,"O Labdata é um Centro de Excelência da FIA BUSINESS SCHOOL com mais de 10 anos de atuação, com presença nas áreas de ...",FIA Business School - Labdata,6,3590,0,https://www.youtube.com/watch?v=jHffzLvnHTk
v0MQBgUJ_Qw,Del hidrógeno a las minas: 5 tecnologías que están cambiando el mundo,"La revolución energética y tecnológica acelera! Desde hidrógeno hasta minería autónoma, estas 5 innovaciones están ...",Inspenet,46,163000,0,https://www.youtube.com/watch?v=v0MQBgUJ_Qw
d1vjNW01XCg,Christopher Wylie on data privacy and social media giants | The National Interview,The Facebook-Cambridge Analytica whistleblower Christopher Wylie tells The National's Ian Hanomansing that governments ...,CBC News: The National,192,2170000,0,https://www.youtube.com/watch?v=d1vjNW01XCg
919V7We1EQg,Microsoft Revela por ERROR Datos Ultra Sensibles #shorts #IA,División IA de Microsoft expone accidentalmente información sensible - Suscríbete al canal: ...,Vantage Plus,2,2190,0,https://www.youtube.com/watch?v=919V7We1EQg
BL549WklNh4,Marketing en Redes Sociales - Uso de R y Twitter para crear una nube de palabras,"En este vídeo, aprenderemos como realizar un análisis de datos con RStudio obtenidos de twitter con Twitter Archiver.",Bruno Villalobos IA,2,6,0,https://www.youtube.com/watch?v=BL549WklNh4
zLtYELdeCaI,Unlocking Data Goldmines  CRM to Social Media Insights! 📊,,BioTech Whisperer,1,19900,0,https://www.youtube.com/watch?v=zLtYELdeCaI
sqG2fkn0nrs,DATA MINING para la INVESTIGACIÓN - Prof. Guillermo Pérez | PENSER,Ponencia: Minería de Datos (Data Mining) para la Investigación. Ponente: Prof. Guillermo Pérez Mancía (El Salvador).,Corporación Penser,11,7560,2,https://www.youtube.com/watch?v=sqG2fkn0nrs
e-BPq1DUiWU,Optimiza la Gestión de Datos con ViewPoint 6 y su Módulo de Estadísticas #medicina  #salud,ViewPoint 6: Análisis Avanzado con el Módulo de Estadísticas Explotación de datos clínicos ViewPoint 6 ofrece un potente ...,ESVORA,2,5,0,https://www.youtube.com/watch?v=e-BPq1DUiWU
zyN8CvVnMKI,Social Media y Text Mining con R  - Rmeetup - Rusers,"Social Media y Text Mining con R - Andrea Mamprin, italiano, graduado en la universidad de Padua en estadística con énfasis en ...",Camilo Herrera R,1,775,0,https://www.youtube.com/watch?v=zyN8CvVnMKI
uPpnFAMpXGE,NORUEGA se ARRIESGA con la MINERÍA SUBMARINA,"Noruega propicia controversia en el Ártico: La decisión de aprobar la minería submarina genera críticas por parte de científicos, ...",Inspenet,105,163000,1,https://www.youtube.com/watch?v=uPpnFAMpXGE
O0wsz4jAbpg,Fundamentos de Big Data y Machine Learning - Inauguración Jalisco,En este vídeo te ayudaremos a familiarizarte poco a poco con los conceptos de Big Data y términos que se usan en el Machine ...,McoderAI,3,955,0,https://www.youtube.com/watch?v=O0wsz4jAbpg
TKf3i-ExSIc,"Al usar #Jupyter, a menudo se ejecuta las mismas celdas después de modificar ligeramente el código.","Debes aprovechar los controles interactivos mediante IPywidgets. Un solo decorador le permite agregar: controles deslizantes, ...",DATA & ANALYTICS | Innovación y Tecnología,1,3640,0,https://www.youtube.com/watch?v=TKf3i-ExSIc
8kEKMXDjDd0,"Entrevista con Iván del Río, experto en minería de procesos","En esta entrevista contamos con Iván del Río, analista de procesos en Imatia, quien nos hablará sobre la minería de procesos y ...",Acelera pyme ,0,899,0,https://www.youtube.com/watch?v=8kEKMXDjDd0
DV3fTCakXN0,"Online Data Collection: 10,000 Times More Efficient than the KGB?","Complete Premium video at: http://fora.tv/conference/hsm_wif_2010 Andreas Weigend, former Chief Scientist for Amazon.com, ...",FORA.tv,43,149000,19,https://www.youtube.com/watch?v=DV3fTCakXN0
74IBaPPJ2F8,Workshop_Análisis de las Redes Sociales y Big Data_Sesión 3_Parte I_Camilo Cristancho_Jorge Salcedo,Curso metodológico organizado por el IN3. Se trata de un curso básico donde se explican los fundamentos del Social Network ...,UOC - Universitat Oberta de Catalunya,0,68700,0,https://www.youtube.com/watch?v=74IBaPPJ2F8
3y7liKu9nV0,Más que Números: La Psicología Detrás de los Datos,"Hoy contamos con Juan Carlos Saravia, experto en análisis de datos y machine learning, quien comparte su experiencia en el ...",Más allá de la IA  - DMC INSTITUTE,38,10700,2,https://www.youtube.com/watch?v=3y7liKu9nV0
eA6C_cRfR3Q,"JIAP 2015   Big Data por nuestros jóvenes INJU y redes sociales, una historia de éxito - Adagio..","Big Data por nuestros jóvenes: INJU y redes sociales, una historia de éxito. - Pablo Ibarra Casals - Cirilo Larrosa - Santiago Soto ...",asiapuy,1,364,0,https://www.youtube.com/watch?v=eA6C_cRfR3Q
